300 5000
111 26 8
227 201 6
122 132 3
39 140 8
199 266 3
155 279 7
51 143 7
83 178 1
197 294 8
81 134 8
242 86 4
243 89 7
36 281 7
174 6 4
89 107 2
58 48 3
182 54 1
54 59 7
258 8 6
76 66 8
231 188 2
128 3 7
4 91 2
247 217 4
30 281 1
169 25 2
99 259 2
281 183 5
154 282 6
213 138 8
102 121 2
26 7 9
292 245 4
80 4 7
285 274 10
101 51 2
208 164 8
90 178 10
91 157 8
90 98 9
37 124 10
219 116 7
4 264 6
77 58 6
38 298 10
267 99 3
264 57 1
279 215 2
60 15 9
21 147 5
202 72 8
143 259 2
140 88 10
163 70 10
110 145 5
268 52 8
257 21 4
192 152 3
260 149 2
291 229 5
61 65 6
124 222 3
12 30 1
97 58 1
163 157 1
239 148 2
112 156 2
166 168 4
201 123 7
184 203 6
249 27 3
3 233 9
217 191 1
5 73 5
47 236 5
133 124 1
144 206 9
143 186 6
295 113 9
23 138 7
220 136 10
147 226 3
265 179 2
267 12 4
205 271 7
3 12 9
195 16 1
132 185 10
97 208 4
197 113 1
54 215 9
223 232 3
229 215 1
6 66 3
68 271 10
224 89 3
278 212 5
166 231 7
290 177 9
30 254 7
105 65 7
137 198 7
67 170 9
89 94 4
239 124 8
245 154 1
252 5 1
87 109 4
43 97 1
141 67 5
280 38 9
34 47 3
226 191 9
152 268 1
185 289 1
175 262 1
155 34 4
72 173 9
229 216 2
48 82 9
74 102 8
4 16 1
184 254 10
194 37 8
110 274 3
46 99 7
148 165 9
149 41 4
59 136 7
120 12 7
25 47 5
132 291 3
38 216 3
56 270 4
125 279 9
204 233 6
108 276 3
131 71 2
186 203 5
266 31 5
264 140 8
160 8 10
288 79 2
179 113 4
224 236 1
190 243 7
136 60 4
264 174 9
244 99 5
216 83 5
96 62 2
19 74 9
158 105 2
19 138 4
238 242 1
232 132 2
250 129 8
209 135 6
274 139 1
256 223 5
118 75 9
173 56 9
295 146 3
244 282 1
186 256 9
176 240 8
67 190 3
250 281 6
207 241 3
294 240 6
24 165 8
32 279 5
74 223 9
126 211 1
79 35 5
148 154 7
36 144 2
189 120 2
223 254 3
231 224 7
129 292 10
119 21 3
33 199 5
255 30 10
131 178 5
169 266 7
6 77 9
289 102 1
86 155 1
256 224 3
24 95 6
177 34 9
232 299 8
118 254 5
293 71 3
107 292 4
172 189 5
0 18 4
17 144 5
143 291 7
136 233 3
163 277 1
141 261 7
168 143 5
274 112 7
259 28 7
226 252 6
168 4 7
183 13 7
230 65 10
258 20 3
72 69 2
296 289 9
225 72 3
139 9 7
167 177 6
277 38 2
153 108 7
148 150 3
120 83 8
195 79 2
129 102 8
93 81 7
80 29 10
148 248 1
29 17 6
242 260 1
121 83 5
126 13 10
260 133 5
216 10 10
131 129 5
274 145 10
162 23 9
59 73 5
237 285 8
27 21 9
221 100 6
81 22 10
178 171 9
4 45 2
70 228 9
206 202 10
233 40 5
262 19 3
100 256 8
184 283 1
68 10 9
207 38 8
142 108 3
247 273 6
222 203 10
24 139 6
168 72 2
296 138 3
190 149 1
121 33 5
31 213 7
68 254 3
7 297 6
263 250 1
16 276 4
3 252 7
120 76 3
145 59 6
59 247 7
7 183 6
85 152 1
100 220 7
44 161 2
257 102 10
195 130 4
36 133 7
38 243 3
25 98 8
46 91 4
70 141 9
127 270 7
151 170 2
73 265 1
243 256 10
172 252 10
268 164 8
68 17 9
156 8 2
182 210 1
41 140 2
115 287 7
21 84 9
68 209 2
265 44 7
204 267 9
235 287 7
128 107 2
77 199 8
72 283 6
110 191 7
166 93 9
116 87 9
170 196 3
284 8 6
298 284 3
228 156 2
118 79 4
5 203 1
23 128 10
186 238 1
77 20 6
211 204 2
4 298 5
39 248 3
48 171 3
277 259 5
52 254 10
104 24 8
68 1 4
54 90 7
15 118 9
152 225 10
172 125 9
91 203 8
27 241 1
196 68 10
281 191 3
1 297 8
169 12 2
73 104 10
136 117 7
292 289 1
148 50 8
140 119 1
74 28 6
231 116 2
145 149 1
163 152 8
148 17 4
3 251 9
272 87 6
125 153 5
147 196 2
216 212 1
270 210 1
247 107 5
73 252 5
103 272 5
29 124 9
208 288 6
264 236 9
139 137 5
52 290 9
55 226 5
205 101 1
246 154 10
294 269 1
248 285 9
295 54 5
200 260 5
226 40 2
54 249 3
222 3 6
174 239 7
122 100 8
146 133 6
6 110 3
7 160 6
228 112 6
78 229 1
193 226 9
231 244 2
174 170 6
153 44 4
112 190 1
106 225 1
278 16 5
293 252 1
296 74 10
252 154 4
250 287 4
190 56 8
184 175 3
117 168 3
46 4 2
154 86 9
84 116 5
182 139 1
52 282 3
278 30 1
7 220 8
74 219 5
103 145 4
145 276 2
70 22 6
11 168 1
179 4 7
189 62 9
53 114 3
221 112 1
196 143 8
161 279 9
73 223 2
190 170 4
263 240 4
185 19 8
171 140 10
275 49 10
293 244 4
31 214 9
185 271 10
55 261 5
4 97 3
139 251 2
200 182 9
41 195 4
122 222 5
25 180 2
90 285 10
100 163 2
114 100 3
97 203 10
193 101 4
195 8 7
148 140 9
185 181 2
162 59 8
38 136 2
79 213 2
154 187 9
129 247 8
130 150 5
21 291 7
260 287 3
200 113 2
46 50 7
3 212 7
217 111 9
240 58 10
270 24 9
113 106 10
263 224 9
97 12 4
10 175 2
49 173 9
255 44 6
194 196 6
183 278 9
188 256 2
295 157 6
184 120 4
278 162 7
54 148 6
25 37 7
194 236 6
206 172 8
169 182 3
65 117 3
255 286 1
184 215 4
130 217 6
25 107 6
230 185 8
234 33 8
202 150 7
188 91 1
262 112 2
279 18 7
100 9 7
220 53 6
221 169 3
206 250 10
149 177 7
80 111 10
121 209 6
139 151 6
244 113 4
155 114 6
208 282 7
218 186 10
247 280 8
108 67 5
272 78 5
190 61 8
199 131 1
96 19 9
11 21 8
287 51 6
281 70 10
170 68 10
61 208 7
34 53 8
13 114 2
102 224 4
187 275 7
264 123 4
155 75 2
68 270 9
264 230 5
172 144 3
10 39 1
79 193 3
270 185 2
251 27 5
262 251 3
237 267 6
176 96 5
28 84 3
104 100 9
269 81 3
101 71 7
37 240 6
249 177 5
114 68 4
196 142 2
72 131 7
225 146 1
223 22 9
52 221 10
106 48 9
145 1 8
239 158 2
226 157 3
18 127 4
289 245 9
29 228 5
31 236 2
160 116 3
55 258 9
131 155 4
141 129 3
226 18 2
214 160 9
21 92 2
54 127 4
116 267 4
41 55 2
29 0 9
148 173 3
241 268 8
43 290 10
168 183 10
128 86 8
173 140 4
77 81 9
146 236 2
168 129 1
169 210 8
35 217 6
138 13 1
81 145 6
221 216 8
36 89 5
161 166 6
281 135 2
266 289 6
283 39 4
219 260 4
18 282 7
18 172 2
148 62 4
153 213 6
172 1 1
138 143 8
23 176 1
173 281 6
128 2 5
77 30 7
56 236 9
16 282 2
253 171 9
142 14 10
257 124 1
94 38 6
32 263 1
185 113 5
297 145 3
69 253 6
264 34 6
71 173 1
276 178 10
40 21 4
157 218 5
218 236 9
21 37 3
237 162 10
38 93 2
223 191 2
146 262 7
58 14 8
208 194 5
285 154 1
251 176 3
47 21 7
164 0 10
293 11 10
10 199 5
251 122 5
49 115 7
181 243 6
134 97 4
262 223 6
188 22 4
222 12 1
232 72 9
153 183 1
260 84 10
193 87 7
265 60 2
145 236 9
36 146 7
28 197 2
141 137 4
149 276 10
62 44 4
23 151 2
251 114 8
110 170 2
175 134 3
113 34 10
224 36 9
239 113 7
299 144 8
183 0 2
116 10 6
142 276 2
293 275 2
8 246 2
264 19 9
182 206 1
219 130 3
235 179 4
78 120 1
65 55 9
180 296 8
81 154 6
240 101 7
174 109 1
123 175 10
151 57 6
20 110 8
116 12 8
40 223 6
40 291 10
255 90 2
274 191 1
67 283 8
173 142 6
97 102 7
182 126 8
222 290 4
256 90 1
186 118 4
153 265 7
229 102 8
115 71 1
174 80 7
272 153 7
231 127 7
178 20 10
129 12 4
39 118 7
246 244 8
234 230 3
4 159 9
100 222 4
114 96 9
274 229 4
236 298 1
188 263 9
199 166 5
19 184 5
171 66 4
84 132 8
268 229 1
30 129 8
148 233 6
202 289 1
97 277 10
275 165 5
75 225 5
113 42 5
203 256 8
202 224 1
226 3 6
241 93 5
161 109 2
253 288 9
284 188 8
143 173 8
129 193 7
142 238 9
112 56 6
10 143 9
246 164 10
224 297 5
104 189 1
132 37 2
102 4 4
111 101 7
214 28 9
225 5 7
116 203 9
140 47 9
239 68 1
17 224 2
117 40 1
180 33 9
117 52 2
152 195 7
66 278 8
30 67 3
205 74 4
49 266 8
196 82 2
46 13 10
85 5 10
213 123 1
228 197 4
153 199 1
7 115 7
34 85 6
228 67 2
96 266 5
11 70 3
90 276 10
167 61 1
212 217 9
130 50 3
160 66 4
232 280 1
125 17 8
55 162 10
277 131 10
209 246 1
90 132 2
176 272 4
79 260 10
197 274 5
57 253 8
203 90 8
263 197 8
252 29 7
85 52 3
48 91 1
103 249 2
192 71 6
253 256 1
150 234 7
69 257 8
152 88 6
140 197 3
149 258 2
166 75 9
234 273 6
216 118 2
189 186 7
265 181 8
249 274 2
289 43 5
95 249 4
19 9 4
0 241 5
30 39 5
85 171 6
171 112 9
238 137 9
165 96 10
251 178 6
41 217 7
195 288 8
50 294 9
13 155 6
3 73 10
125 158 5
176 287 5
93 86 4
299 251 6
201 139 8
14 46 9
20 144 5
154 39 4
130 212 1
15 87 3
219 198 3
207 53 9
52 144 2
159 97 9
160 85 8
14 118 7
120 46 1
288 200 2
84 82 6
4 151 6
85 70 6
187 85 7
45 267 1
216 122 7
11 282 10
44 252 2
0 176 8
183 275 1
32 137 9
36 141 5
69 192 3
36 214 4
52 55 9
276 44 9
102 88 10
77 212 8
163 95 9
201 70 2
21 158 8
149 37 2
84 161 6
182 175 6
249 21 3
133 64 1
176 286 3
171 39 6
238 202 1
25 155 3
180 211 3
165 136 8
121 196 9
290 130 10
245 176 10
284 257 8
88 133 4
201 4 1
166 185 8
64 160 7
85 40 6
265 61 3
69 19 8
220 262 1
159 293 9
4 208 1
8 290 8
98 243 5
93 5 7
19 208 10
197 290 7
256 18 2
118 19 3
4 263 1
189 86 7
146 175 1
124 129 6
16 58 6
95 88 7
93 211 8
55 167 4
164 176 4
268 232 7
56 121 7
122 116 1
93 234 4
146 178 2
281 275 8
189 180 10
248 175 9
62 48 3
53 180 10
257 151 1
192 277 7
16 126 7
265 239 5
272 85 9
71 144 2
238 106 8
101 106 4
174 28 6
216 133 10
165 199 5
62 241 9
252 239 7
5 246 8
112 179 9
247 240 3
65 139 5
46 183 10
87 158 9
156 75 6
57 111 7
281 32 8
31 51 7
251 56 3
195 220 5
17 164 7
35 19 8
263 117 10
250 270 8
295 134 9
198 5 1
15 24 5
162 64 6
92 181 10
129 262 9
13 245 1
215 90 2
22 244 1
115 246 9
138 241 7
125 30 9
275 263 3
41 101 9
192 48 1
263 71 5
189 84 1
257 51 1
294 271 5
166 35 4
284 103 5
109 20 3
197 293 4
50 104 10
294 20 3
276 39 5
152 191 4
239 63 5
225 160 10
174 176 8
105 211 10
269 262 6
7 192 2
136 254 9
69 284 2
57 59 5
204 128 3
112 105 3
142 40 1
297 183 3
92 44 5
3 51 1
241 239 5
173 92 9
281 271 6
100 214 9
233 130 7
37 291 8
247 40 7
3 52 2
42 158 5
56 83 9
21 38 9
59 243 5
150 91 3
248 142 4
218 51 5
222 14 2
295 206 6
172 97 8
77 220 1
113 293 7
292 66 8
122 141 8
46 141 2
13 268 4
61 242 8
178 237 8
87 13 2
83 214 5
218 234 3
3 121 10
253 165 5
121 205 6
90 268 3
31 267 7
262 29 5
260 99 1
53 121 10
188 286 5
89 256 5
229 47 10
25 15 2
151 54 5
272 104 7
14 61 1
211 290 4
159 298 7
287 3 4
229 134 2
69 255 7
195 64 4
210 89 3
123 186 3
270 214 3
258 119 7
104 218 5
221 7 7
170 119 2
25 190 6
221 237 9
15 64 10
179 40 10
112 20 3
158 260 3
70 118 4
47 16 6
53 43 9
293 28 9
32 172 7
25 99 4
120 41 1
126 49 3
248 77 2
251 30 4
184 165 3
114 281 9
117 54 3
285 38 8
200 254 5
257 114 4
181 256 7
103 147 4
78 144 4
121 277 10
207 157 9
227 0 4
80 131 5
66 146 3
279 246 1
291 203 3
34 172 9
277 94 5
138 84 6
223 205 6
179 23 2
55 93 5
153 211 5
225 58 2
200 233 7
222 195 2
91 229 4
107 258 4
286 96 2
249 230 2
284 87 5
267 142 10
63 259 3
108 105 3
155 191 8
249 279 7
116 287 10
239 120 2
83 134 2
100 274 10
113 258 4
101 168 4
4 195 6
228 3 5
278 210 2
169 70 5
7 186 4
74 192 5
151 27 5
115 227 9
208 17 10
257 219 5
240 147 5
294 188 3
105 139 1
1 225 2
89 63 9
159 196 2
172 12 9
245 262 10
202 277 1
2 269 2
230 285 8
49 67 7
144 60 10
5 219 7
15 21 9
269 151 4
65 148 10
106 144 2
176 231 1
185 264 5
84 163 4
76 210 9
288 267 4
138 157 1
259 70 10
156 61 10
285 292 4
85 186 5
216 258 6
164 252 4
132 168 9
113 149 5
91 189 3
259 197 8
297 40 10
5 52 1
268 233 7
176 70 8
176 210 4
89 74 8
122 6 1
18 280 10
67 125 1
6 188 3
171 65 1
39 33 5
106 157 5
235 229 6
106 178 2
136 244 3
250 95 7
239 272 2
287 141 3
16 199 3
67 237 9
173 117 7
157 144 6
254 101 3
96 283 7
192 215 4
8 206 10
299 193 3
249 125 8
109 152 2
264 33 10
83 160 1
91 245 6
80 118 5
82 270 2
167 26 7
266 18 1
268 17 10
286 173 5
184 266 7
113 91 8
156 292 8
5 113 2
74 215 4
4 240 10
169 141 4
233 125 4
7 91 3
106 186 10
220 246 1
37 133 10
70 116 4
298 121 5
115 247 4
62 243 6
287 174 5
186 241 3
233 0 6
121 158 6
55 186 4
213 97 10
280 276 10
209 226 9
233 111 2
154 199 1
162 10 5
202 124 4
74 191 6
98 70 10
99 123 10
294 122 6
39 161 2
251 102 3
294 117 4
146 279 8
76 15 4
191 216 9
262 234 3
57 83 7
190 128 7
131 74 8
232 165 1
237 214 4
295 168 9
245 150 7
70 41 5
244 55 1
23 250 1
279 83 7
60 141 7
197 152 8
188 266 4
296 210 1
83 264 1
155 214 3
4 147 2
110 124 9
289 264 10
254 185 7
268 134 8
47 226 4
289 230 4
201 153 8
67 188 1
269 116 10
119 277 7
14 288 9
99 242 8
14 165 10
31 284 2
182 295 6
237 206 1
219 164 10
133 53 6
263 103 9
183 169 3
129 159 2
199 145 7
192 62 7
194 252 3
255 285 1
246 44 1
123 177 1
60 235 7
193 220 3
3 37 10
43 191 5
246 48 4
121 294 10
245 152 10
273 150 2
112 275 6
144 85 9
150 278 4
254 33 9
182 201 8
298 291 10
78 184 3
287 191 7
257 246 3
23 159 8
158 233 4
217 26 4
0 280 6
284 150 3
216 239 6
31 109 4
55 122 7
66 113 1
200 129 3
173 235 8
99 62 4
223 10 4
30 217 5
12 247 2
149 30 3
61 2 5
139 68 9
162 20 2
162 153 9
216 77 9
41 248 8
121 218 5
133 266 4
136 22 6
0 83 10
66 222 6
120 164 7
120 2 4
164 140 10
4 108 8
277 290 4
72 169 3
84 284 3
97 100 9
168 200 2
8 282 7
113 45 1
129 165 10
235 29 2
78 32 10
29 245 4
159 231 1
231 153 5
91 2 3
38 166 9
155 106 8
17 102 9
154 221 6
259 262 7
264 225 3
201 294 10
217 95 7
203 170 2
282 278 10
278 68 1
247 87 1
286 295 1
228 99 1
295 190 5
299 154 6
138 253 9
221 284 8
96 118 1
291 84 3
225 134 5
59 61 6
197 99 9
6 27 4
44 158 10
194 201 4
243 297 6
69 63 10
145 208 3
179 149 6
235 202 8
135 208 7
243 90 6
144 253 8
116 261 4
73 233 5
50 176 3
48 164 10
297 284 9
224 77 8
76 82 2
235 169 7
4 53 4
93 126 3
172 72 4
294 276 6
27 290 9
100 161 6
172 158 6
202 14 10
99 47 6
253 188 3
79 83 6
289 72 8
233 100 3
4 54 1
261 27 1
36 175 7
89 212 8
87 108 7
153 241 9
299 22 5
21 187 8
19 100 9
250 64 3
206 152 10
204 293 4
171 51 10
199 264 8
190 40 10
109 112 1
279 135 6
108 92 1
141 227 1
101 19 10
213 23 8
181 258 9
247 277 2
159 81 9
64 190 9
41 136 6
228 296 6
72 189 7
272 36 7
31 232 8
290 135 4
6 243 2
251 195 9
41 194 6
39 258 2
201 217 6
72 259 10
253 187 7
61 54 4
41 163 6
235 18 9
0 236 2
281 200 1
37 159 7
122 68 6
92 81 9
283 9 7
17 192 8
271 295 10
220 237 8
83 24 8
73 96 10
285 115 7
54 198 7
155 258 10
75 273 3
259 206 3
275 292 7
245 168 10
226 245 2
52 178 2
9 2 6
72 108 8
258 263 4
162 60 9
114 286 2
189 235 10
51 163 6
2 217 10
29 239 10
116 187 6
52 243 8
121 129 8
99 23 8
65 200 8
202 259 5
177 238 10
79 64 7
89 173 9
112 248 4
266 108 10
138 259 7
65 133 1
294 179 8
78 137 4
230 32 4
218 178 7
166 207 7
20 75 1
47 294 7
255 229 6
70 84 1
87 294 8
275 272 4
118 55 3
215 137 3
289 29 2
236 138 9
256 66 7
179 165 7
53 90 10
26 212 2
174 140 1
94 135 9
89 253 2
141 168 6
143 209 1
160 254 7
27 2 5
187 120 1
218 94 1
4 277 7
112 125 4
4 284 8
60 180 4
221 44 6
56 123 2
232 196 8
220 291 10
266 209 7
24 265 8
151 147 3
144 260 7
77 72 5
215 77 1
168 50 1
121 142 4
164 283 4
165 293 9
279 27 2
187 103 10
124 48 1
184 287 9
40 116 9
273 99 8
113 281 3
297 102 3
56 209 4
11 292 7
273 13 8
270 174 10
123 298 4
268 66 1
14 297 4
121 272 3
220 141 1
94 138 3
121 246 8
34 291 9
56 262 7
217 20 6
67 34 1
172 35 7
69 76 4
217 145 8
228 207 1
82 183 5
119 214 3
242 147 8
196 32 1
186 211 5
121 36 8
230 129 5
35 282 9
117 175 2
5 192 4
93 222 1
134 93 9
244 151 10
151 99 8
154 161 7
206 214 1
54 231 9
122 114 5
240 139 3
287 155 5
151 227 7
96 77 6
88 231 5
26 273 4
265 281 10
163 73 8
171 199 2
293 191 2
223 204 5
184 193 8
42 182 5
299 277 4
32 131 1
145 39 9
76 22 6
153 185 3
56 205 6
46 160 2
187 128 8
169 192 2
256 150 4
64 74 4
142 219 2
60 157 8
47 238 2
261 73 5
266 180 9
243 147 9
26 57 3
120 165 1
0 101 9
188 16 10
133 120 1
245 49 10
279 114 7
116 100 5
190 152 2
149 122 7
281 115 2
231 175 4
172 188 5
226 192 9
291 192 6
161 120 7
131 271 2
109 86 3
223 17 4
4 250 6
202 176 7
52 63 1
48 298 8
86 105 6
24 4 4
127 75 1
104 193 3
57 246 5
98 277 5
23 16 9
115 237 7
135 37 3
188 73 2
215 149 2
242 22 6
240 166 9
129 166 9
227 264 9
151 263 1
175 60 7
280 193 10
198 220 5
130 269 4
53 246 10
164 79 2
179 229 1
167 110 3
68 146 1
130 297 6
86 231 9
160 139 9
80 74 4
245 158 1
212 228 5
126 9 3
290 119 5
142 237 7
214 274 1
191 62 6
139 180 9
182 236 5
66 257 1
114 154 1
48 272 1
43 173 6
147 109 7
270 173 9
20 91 7
25 48 2
143 57 2
46 116 10
64 89 5
186 160 5
49 152 2
137 174 8
142 70 7
251 144 4
187 109 7
9 260 1
284 144 10
145 30 6
263 267 2
262 187 5
5 195 2
181 53 8
296 37 6
81 276 8
4 106 7
264 81 3
192 65 10
41 262 4
114 299 2
92 20 7
196 15 6
241 5 5
75 82 7
258 190 1
101 231 9
6 94 7
255 250 5
167 246 2
208 253 7
23 249 6
88 135 7
118 124 5
149 106 4
196 64 6
122 263 2
206 21 4
180 125 8
166 42 6
108 57 7
248 282 10
84 178 4
106 60 4
167 34 2
296 114 9
275 185 6
244 281 8
269 121 9
259 282 3
188 146 6
277 166 6
178 272 10
238 53 4
252 243 3
112 30 2
245 253 3
79 212 7
220 152 9
47 174 1
242 203 1
113 285 4
187 158 7
121 202 1
244 114 7
100 59 4
62 268 2
242 296 1
276 153 5
30 256 10
269 66 5
157 201 1
11 14 7
65 113 3
198 117 3
144 40 8
292 278 5
77 103 9
201 79 5
49 240 9
148 39 9
217 182 10
49 193 7
209 129 10
173 17 2
188 35 8
1 79 2
74 248 3
78 38 5
174 190 2
244 159 8
215 208 2
187 247 3
203 265 10
124 95 3
189 96 3
264 288 6
245 84 4
281 258 7
1 169 9
6 157 2
66 294 5
225 78 6
290 137 7
122 153 5
163 180 9
296 13 7
188 280 5
278 230 5
263 68 4
3 10 1
285 229 9
41 244 9
55 254 4
299 172 6
67 100 2
137 260 10
299 10 1
55 273 5
219 256 10
181 251 5
194 242 3
160 208 7
14 27 5
295 84 5
76 135 9
124 155 4
178 79 1
294 223 10
73 39 1
238 55 1
243 102 4
97 287 7
152 277 6
231 281 1
186 37 2
242 192 6
131 283 1
94 259 6
85 249 2
43 192 2
192 180 5
71 216 3
166 264 9
134 195 4
2 133 5
299 173 1
82 151 10
124 297 3
204 36 9
177 79 5
48 170 5
29 287 6
200 15 7
88 264 1
69 41 6
10 31 9
95 127 7
171 298 10
0 60 7
242 235 8
261 94 9
108 254 4
283 154 3
31 275 8
282 22 9
230 227 5
142 150 9
25 95 10
35 205 8
217 38 1
263 171 7
99 31 5
59 14 6
213 151 5
218 79 3
86 45 4
201 287 8
210 22 5
126 105 7
238 120 10
257 28 10
35 139 4
132 74 8
61 104 9
93 28 3
211 223 10
240 278 3
61 232 1
266 142 3
186 86 5
13 127 2
122 180 6
281 293 8
247 242 2
144 245 2
6 227 5
35 268 2
237 45 7
276 147 8
278 95 1
256 197 2
11 298 4
204 194 10
155 239 9
21 91 1
156 70 9
298 285 2
70 261 3
22 17 4
112 25 1
171 212 3
9 132 10
150 168 7
260 153 8
111 54 9
75 65 1
221 67 4
46 28 3
107 257 9
73 282 5
60 132 5
140 63 5
286 1 4
214 80 8
121 282 10
247 42 2
229 249 10
69 158 1
264 195 1
208 87 3
10 49 3
151 135 7
281 241 4
54 121 2
161 242 10
162 25 4
277 238 3
16 26 8
263 130 1
245 128 8
77 132 5
120 10 3
197 80 4
8 134 7
229 156 1
199 242 2
216 277 7
12 203 9
97 8 2
43 52 10
188 119 10
50 239 3
152 42 3
152 75 7
160 56 3
275 143 1
6 298 8
112 10 10
251 268 2
40 11 6
203 60 8
59 258 9
43 85 8
131 11 9
57 25 7
228 298 9
266 183 7
76 295 9
73 298 5
238 258 3
88 194 5
109 83 7
14 201 5
132 104 9
15 241 6
171 40 2
130 278 7
170 182 1
282 227 2
196 239 10
50 295 3
246 28 1
170 113 8
279 150 9
80 67 4
67 52 2
201 234 8
263 64 3
65 166 8
216 169 9
71 219 3
179 27 3
140 235 8
156 93 9
263 145 7
290 98 8
100 113 8
8 252 3
53 212 2
14 214 10
284 97 8
199 234 3
284 90 3
38 230 2
208 272 2
83 172 3
35 112 9
71 274 1
238 24 6
35 260 3
263 89 7
57 125 4
135 33 10
272 255 4
267 16 9
233 139 7
79 119 1
178 119 7
5 164 7
214 201 8
142 99 7
159 262 8
34 71 6
172 262 9
2 186 9
4 129 6
279 17 5
247 53 10
58 247 10
148 213 6
208 55 1
48 295 9
233 105 3
283 145 3
267 298 10
210 219 7
83 272 2
72 63 3
61 271 6
101 25 9
162 143 7
11 128 2
193 103 8
261 122 10
287 254 5
294 0 1
248 239 8
172 63 1
138 196 5
0 32 3
87 255 5
72 84 2
64 236 8
110 133 2
75 248 8
121 248 5
46 234 10
105 253 9
227 105 2
57 91 6
191 244 9
288 128 8
117 56 8
268 275 7
57 100 7
62 78 6
277 2 3
222 220 2
135 271 3
193 231 5
0 48 8
205 289 5
92 98 1
246 145 3
197 260 6
271 204 5
231 21 6
209 5 2
147 130 7
259 294 9
199 294 5
274 60 8
174 216 3
183 28 8
268 57 6
37 74 6
100 192 1
69 45 6
239 214 2
71 135 8
124 218 10
129 185 4
215 222 2
164 122 10
0 195 5
197 153 3
100 166 7
107 70 1
139 285 7
163 248 6
3 181 7
164 214 8
199 130 4
235 73 2
289 270 5
122 287 9
128 274 9
177 29 3
20 55 5
5 201 6
204 60 1
265 147 1
160 43 3
45 191 4
108 114 1
208 294 10
49 8 9
123 28 5
13 23 6
24 129 8
208 255 1
91 62 1
124 26 6
195 267 2
32 121 2
200 226 10
97 123 2
188 248 6
222 183 3
143 16 7
228 56 6
298 49 2
142 132 3
111 279 8
276 221 2
153 67 1
233 121 3
46 205 4
137 148 10
243 128 9
154 170 10
255 203 6
215 125 1
269 260 2
32 264 6
21 111 1
61 178 6
105 33 9
160 144 9
246 47 1
296 107 3
43 100 6
99 176 1
223 175 7
150 146 3
92 33 3
231 58 8
147 30 4
171 276 3
179 276 4
151 258 7
217 159 7
267 262 2
28 39 7
260 97 8
23 220 4
114 67 4
8 104 7
254 23 9
0 131 7
246 86 4
16 53 7
121 223 8
103 170 3
12 245 4
179 22 7
156 262 6
110 32 5
31 268 4
229 214 6
57 266 10
167 139 1
182 24 1
247 69 2
218 81 7
279 98 3
253 299 7
98 59 8
167 106 6
138 52 5
114 139 7
211 6 7
13 188 9
8 4 9
37 34 10
131 65 9
162 188 6
32 101 7
101 280 10
3 175 5
258 71 1
10 140 1
9 77 3
164 64 6
227 211 6
125 3 9
213 57 2
7 290 5
207 0 8
72 16 8
8 241 5
64 200 9
207 121 9
286 141 3
113 16 5
95 197 4
105 44 8
183 251 5
185 123 1
144 58 5
205 118 3
274 246 7
88 209 6
118 77 7
199 190 1
231 228 2
275 242 9
261 243 5
118 290 7
208 53 7
62 221 5
168 252 8
43 82 7
251 65 9
175 48 3
46 76 10
27 240 5
62 201 2
274 83 6
252 182 6
164 296 9
219 18 6
245 88 7
0 68 8
267 95 2
235 209 10
211 13 1
10 231 3
277 181 8
180 45 3
156 174 5
29 129 7
92 25 7
193 25 3
154 190 10
109 105 3
151 95 9
64 285 8
265 195 8
123 287 4
211 41 2
248 299 5
102 106 2
164 200 2
271 216 4
160 141 9
87 101 1
251 285 4
157 71 10
273 140 3
222 160 4
2 262 6
201 150 7
54 100 5
184 284 7
145 220 8
297 219 1
49 27 3
232 174 8
43 105 10
269 131 10
154 72 4
118 293 7
164 43 8
21 132 7
14 119 9
298 80 4
129 287 1
138 285 4
79 6 1
196 273 10
161 69 10
29 297 4
39 167 9
296 60 5
169 65 6
177 233 7
248 186 6
112 172 3
87 8 3
299 169 1
144 88 2
135 236 8
27 284 2
109 153 7
119 272 5
199 137 5
256 247 10
28 175 5
160 246 3
253 115 9
12 297 10
130 17 2
58 216 7
133 224 6
130 56 10
39 164 9
153 102 7
54 134 2
219 274 10
99 253 6
216 105 4
180 220 9
166 80 10
86 241 8
57 136 5
114 270 5
126 76 6
173 105 8
159 95 7
12 179 7
17 132 10
248 60 2
154 2 8
247 15 9
278 65 5
60 159 3
114 142 9
227 51 7
33 259 7
223 259 5
208 83 6
178 30 7
176 232 5
160 42 6
216 18 3
202 132 2
44 2 1
252 35 8
145 201 1
239 293 4
278 133 9
273 175 7
219 161 3
280 171 3
180 267 1
125 164 10
241 254 4
172 24 9
284 197 7
17 26 2
13 251 3
36 219 6
264 146 1
229 174 8
189 231 10
104 258 8
85 73 10
72 89 7
102 20 7
291 50 10
221 234 4
66 250 8
86 160 5
77 184 5
87 295 7
44 258 3
15 173 4
93 49 2
31 195 6
297 283 2
12 199 7
18 16 5
284 254 1
78 298 1
271 156 2
18 249 6
261 268 5
277 30 8
78 200 1
144 14 8
178 216 1
232 9 3
280 161 1
70 138 7
126 149 2
115 86 5
193 139 3
42 286 9
93 208 6
29 184 10
256 242 9
38 238 4
166 87 7
135 231 10
121 109 3
247 6 3
105 170 3
236 171 9
188 243 1
108 95 3
267 96 8
122 209 6
21 88 3
121 141 2
83 284 4
203 212 4
45 148 10
47 153 6
75 35 3
128 53 1
235 17 8
124 90 2
65 285 4
236 155 8
