200 7500
163 36 2
168 86 9
170 159 6
120 66 6
102 28 1
109 80 7
184 94 9
187 164 4
52 191 9
191 67 9
91 82 2
171 77 4
108 141 1
44 25 4
48 161 6
20 148 7
102 135 6
46 144 1
26 101 8
189 185 3
97 125 4
55 166 9
110 126 1
159 122 9
88 135 4
176 93 3
108 39 2
31 193 4
12 42 10
111 183 3
9 134 10
126 112 8
136 198 10
105 91 4
158 69 7
156 161 10
91 73 6
78 64 3
79 151 10
110 185 6
82 93 2
37 194 10
18 66 8
34 79 3
114 96 7
39 34 7
146 191 9
192 139 7
193 120 1
116 27 9
117 6 5
140 185 10
27 106 3
189 13 4
191 121 6
113 88 6
190 46 7
16 195 7
128 54 7
122 125 1
143 185 10
112 6 4
121 4 3
158 147 4
12 14 6
137 98 4
76 88 10
116 176 10
68 0 10
40 126 9
78 17 4
76 138 5
23 11 1
0 147 6
31 63 2
44 187 10
17 187 10
52 186 7
196 64 2
93 140 10
147 92 9
113 140 1
24 131 10
178 86 3
173 121 4
17 137 5
124 168 3
8 20 5
18 168 1
37 125 4
143 13 10
3 148 4
125 115 5
121 63 2
39 43 8
169 138 2
127 70 4
154 197 5
9 156 10
80 144 1
151 54 9
198 140 7
118 147 3
175 180 7
152 50 7
101 133 3
18 21 8
49 188 9
146 108 5
50 175 2
57 15 3
5 35 7
44 126 4
146 144 8
76 3 2
59 145 4
25 91 10
83 98 4
47 155 7
65 103 6
179 141 4
126 143 4
163 41 8
158 171 9
40 112 2
129 102 6
133 185 4
190 110 9
150 45 2
193 24 7
25 150 2
52 192 1
89 49 10
20 197 2
199 171 4
78 104 3
189 134 10
154 32 5
183 71 2
110 0 10
103 4 10
142 93 7
119 79 2
184 197 8
73 46 7
28 159 1
2 100 1
113 102 5
78 20 4
197 158 9
34 193 3
136 87 7
96 41 10
22 191 1
199 118 3
49 140 5
17 52 7
197 82 1
108 31 1
92 3 3
9 67 10
29 10 1
188 60 4
144 187 4
198 62 4
154 185 7
6 154 3
184 43 7
189 65 10
83 36 9
123 3 3
127 20 9
109 116 6
24 166 10
20 72 1
108 170 5
104 163 4
146 174 5
117 191 5
91 59 10
117 47 4
149 156 4
28 125 5
121 153 3
29 3 2
31 149 1
135 162 10
119 53 1
180 84 1
2 122 9
13 146 2
67 64 7
12 165 6
25 43 9
171 167 4
105 146 8
38 164 8
73 187 5
21 81 5
131 13 5
154 39 10
14 184 5
5 9 4
115 21 10
1 28 8
174 93 9
106 90 2
135 196 7
19 57 4
29 53 6
5 71 4
186 44 4
183 91 8
135 183 1
91 49 7
93 182 9
197 153 9
162 172 4
0 95 7
26 172 1
149 2 8
96 137 2
88 2 5
75 123 6
144 174 7
138 45 9
107 45 1
181 0 4
155 6 8
67 194 7
72 145 5
114 38 5
17 163 10
178 59 9
119 197 8
131 119 7
191 179 7
146 112 1
81 172 5
18 39 2
60 149 9
133 166 10
146 161 4
54 168 5
113 85 4
175 67 1
37 165 2
58 198 8
20 32 7
35 140 8
101 120 1
49 13 4
105 128 7
28 114 9
164 58 10
20 165 3
14 119 8
127 139 4
56 81 6
96 141 10
81 6 1
130 46 4
37 103 8
179 125 5
67 41 7
192 27 2
175 4 9
30 114 8
95 162 1
175 120 1
179 46 5
180 163 7
104 155 8
192 5 10
46 156 6
2 19 10
49 88 10
99 125 9
111 89 4
187 152 2
24 152 9
61 148 8
12 98 9
132 95 8
101 94 5
17 97 2
65 198 7
174 128 6
28 189 10
120 72 8
6 75 10
165 52 5
15 21 7
71 64 5
85 147 3
156 167 8
69 9 5
42 167 8
179 143 9
182 149 1
50 132 9
102 5 2
31 27 3
44 62 5
143 193 5
2 109 6
178 43 3
199 7 9
101 86 4
98 81 4
80 198 9
22 6 7
32 46 10
96 145 1
120 55 1
130 39 4
51 160 9
165 39 6
49 108 6
185 190 5
124 132 10
193 29 5
47 180 6
69 103 9
166 3 7
20 188 7
0 94 5
75 78 5
144 154 4
85 158 7
142 98 10
129 122 4
134 121 10
25 30 5
59 46 9
11 178 5
170 165 5
93 2 7
51 140 9
2 180 7
153 134 2
81 92 6
60 115 5
54 135 3
132 38 10
144 66 3
142 96 8
197 102 3
199 100 5
64 4 9
31 85 9
139 145 3
11 41 10
175 151 4
161 45 8
112 17 5
17 68 9
75 58 6
139 174 6
188 96 8
137 7 6
139 32 3
86 177 4
50 7 7
122 38 6
157 74 2
71 137 5
91 108 8
192 14 3
112 160 4
175 149 8
59 13 1
48 33 2
54 150 7
71 189 9
146 99 4
95 170 10
18 35 6
91 133 6
151 140 9
16 49 5
65 47 8
160 195 2
6 133 5
122 61 6
20 149 4
25 119 9
110 2 2
65 159 5
65 110 3
155 87 8
19 152 1
160 17 8
159 109 1
28 129 6
50 94 9
132 118 9
50 130 8
101 23 7
66 46 7
148 57 5
168 55 1
18 69 6
167 47 2
27 126 5
99 13 1
167 163 5
80 138 8
66 11 8
83 29 2
78 80 7
186 88 2
108 130 2
80 20 9
188 62 10
139 105 8
169 185 8
195 36 2
85 17 7
30 155 9
89 24 6
82 189 1
183 148 4
17 40 10
95 149 1
38 139 4
63 104 10
103 23 7
74 25 5
79 189 6
33 124 6
24 102 5
139 89 3
54 97 3
45 42 3
34 55 6
110 167 9
38 2 1
197 88 9
155 70 6
172 69 9
161 93 9
1 144 4
62 148 6
74 83 3
23 58 9
116 18 2
175 19 9
56 151 10
34 23 8
90 169 3
32 100 2
132 114 4
153 169 5
107 37 7
107 3 10
155 189 4
11 73 8
16 7 9
169 157 5
6 61 4
40 160 8
68 50 5
62 191 4
154 84 6
29 132 9
61 87 9
196 83 9
68 86 9
22 92 2
86 196 2
13 72 2
179 114 7
127 59 3
188 30 9
18 34 1
50 10 4
191 186 9
14 6 5
1 45 1
172 58 7
108 178 9
70 51 4
107 185 7
179 155 7
135 52 3
164 43 4
42 63 9
188 138 2
80 103 7
53 167 8
118 174 9
68 21 10
183 105 7
132 155 5
91 62 7
117 181 1
60 194 7
148 156 5
54 185 9
72 30 5
149 47 10
59 85 8
107 163 8
103 42 4
58 145 6
38 199 9
146 132 7
107 102 1
74 91 2
186 8 5
61 161 4
78 156 4
7 177 8
51 77 9
176 179 1
139 195 1
43 128 6
16 58 7
115 110 6
70 44 1
12 74 3
163 133 4
130 166 4
150 49 7
123 90 4
105 42 6
8 163 4
193 179 9
103 94 9
58 107 3
69 105 3
51 29 3
93 159 1
88 130 8
14 98 7
56 105 7
58 111 4
24 90 8
184 146 9
116 9 10
88 145 1
183 181 9
180 189 1
135 127 10
109 180 3
42 53 4
52 103 9
141 129 4
127 187 3
21 71 10
152 31 3
37 173 10
28 108 4
143 169 6
49 28 9
58 126 8
170 70 2
136 99 10
168 126 9
86 183 6
18 28 6
105 145 4
56 104 4
94 86 8
159 84 8
76 8 8
26 104 3
11 55 3
177 17 8
5 199 4
158 25 4
77 120 5
162 136 5
125 90 1
162 190 5
170 86 6
157 127 8
161 110 3
143 96 10
191 53 6
46 163 5
186 86 2
111 114 9
89 57 9
144 135 7
9 44 10
38 131 3
57 22 3
199 68 9
113 52 8
102 115 7
30 83 8
172 109 7
161 100 7
14 138 2
138 129 6
90 144 10
113 145 4
75 71 10
138 184 2
97 157 6
27 121 1
82 54 2
40 167 6
138 181 10
137 168 2
147 10 2
48 66 7
137 9 1
132 129 9
99 25 2
42 44 2
78 131 2
163 171 3
52 6 8
176 153 6
85 148 9
50 196 9
178 189 2
170 143 4
63 13 5
58 19 9
153 190 10
90 21 4
36 22 6
192 94 9
101 9 2
85 7 4
109 111 10
151 42 7
64 105 6
166 139 5
9 142 7
10 162 3
58 139 8
51 93 9
123 184 1
36 81 1
92 183 8
102 137 1
141 194 6
18 76 2
22 115 4
19 143 1
143 93 4
165 168 5
145 180 8
129 24 6
150 78 7
85 29 3
66 189 5
83 42 2
126 147 9
89 128 1
122 63 8
165 56 10
147 64 4
180 114 3
124 77 8
183 2 10
187 163 4
9 183 3
189 187 1
16 69 6
147 152 2
90 197 4
96 183 1
140 98 6
99 163 2
183 87 8
19 69 9
186 15 10
21 180 4
112 35 8
100 165 7
26 57 3
115 92 8
167 111 7
66 128 6
113 182 2
49 196 9
106 25 9
108 111 8
87 11 3
149 189 2
26 113 7
173 146 10
79 36 8
105 186 8
6 128 10
126 186 1
181 94 5
43 147 4
94 123 7
44 152 9
165 136 7
15 5 8
12 148 4
55 59 5
108 40 9
198 7 9
19 164 10
28 118 1
146 0 5
126 63 4
29 12 5
3 24 6
88 17 3
196 157 2
181 141 1
69 117 5
184 82 2
120 136 5
1 23 6
68 52 2
44 55 2
87 104 10
80 148 7
119 167 7
89 98 6
187 194 3
128 80 3
66 163 9
21 124 5
180 44 5
33 163 1
131 174 3
8 61 10
100 51 2
179 40 5
98 85 9
40 83 6
14 149 5
44 137 9
110 131 6
173 15 2
181 55 9
62 150 8
44 81 2
20 179 1
15 19 7
70 43 10
104 10 5
143 195 5
114 80 9
199 156 2
95 82 5
118 3 10
55 60 7
196 46 1
11 124 5
117 125 5
126 1 10
143 120 9
166 65 1
173 158 3
155 27 2
9 20 10
77 182 2
62 113 5
19 173 9
39 180 3
101 150 8
148 49 8
42 76 8
75 169 6
160 49 2
66 64 4
6 67 2
66 152 3
186 43 4
159 143 1
30 101 10
156 176 5
157 32 4
138 17 3
4 199 5
137 5 2
44 118 9
157 30 6
17 7 3
36 96 2
15 179 10
82 25 8
148 114 5
36 24 8
154 68 10
146 82 3
196 191 4
93 40 5
62 5 3
117 76 4
158 90 5
136 38 3
118 26 2
59 116 4
94 19 10
133 127 8
15 69 1
168 38 4
164 2 2
49 182 7
5 64 1
128 116 6
62 70 1
175 137 4
42 95 3
126 94 2
40 133 10
191 31 8
43 182 7
143 34 1
107 94 9
36 108 8
63 41 4
55 161 4
16 4 4
19 52 5
2 187 8
119 66 7
113 161 5
24 77 9
12 7 6
35 100 9
142 115 1
73 117 6
187 134 4
75 116 4
177 51 2
13 147 6
93 7 10
80 45 8
27 61 6
72 174 6
91 190 4
28 35 5
56 0 6
117 131 5
119 86 5
182 175 4
3 39 7
99 153 6
132 177 3
19 123 1
92 143 8
86 188 5
54 131 3
130 6 10
3 168 6
20 176 5
7 44 4
119 185 1
124 113 8
139 97 1
11 94 8
18 176 10
141 126 2
81 111 5
25 117 5
135 149 7
33 102 9
149 70 7
21 170 4
3 41 6
116 11 9
100 139 9
197 106 2
8 81 2
148 23 1
109 104 3
124 137 3
79 197 4
121 30 10
60 173 5
60 159 7
92 11 2
130 199 6
15 159 9
192 189 8
28 150 2
161 152 3
128 17 9
75 19 10
94 31 1
146 109 9
49 179 2
146 93 1
60 163 4
60 114 9
173 151 6
108 10 10
46 129 5
154 94 3
169 51 6
35 146 7
184 6 7
27 182 7
192 64 10
108 21 6
132 182 5
75 88 1
75 98 7
149 119 4
30 142 6
163 87 6
189 7 4
137 33 6
5 50 2
183 125 6
26 98 5
147 70 3
59 63 10
76 129 9
91 70 4
28 133 6
172 37 8
146 32 6
45 176 3
23 46 7
151 166 5
198 135 6
94 194 9
199 139 10
6 0 8
53 171 1
178 143 10
143 41 9
110 29 7
143 155 1
55 105 6
144 190 5
105 141 10
138 135 8
50 69 7
162 47 2
72 151 8
110 187 5
164 24 3
168 119 10
194 112 3
173 159 7
15 194 3
100 84 2
90 134 7
176 195 10
37 105 9
65 21 5
181 59 2
114 43 7
104 70 8
65 94 10
181 146 10
114 192 5
173 53 4
17 29 9
8 40 8
62 57 9
117 124 2
4 10 7
132 94 7
171 159 1
184 92 8
184 15 2
118 140 9
185 123 8
143 85 4
128 177 5
162 46 1
33 149 3
121 15 6
91 53 7
9 27 1
6 91 7
183 20 4
152 163 3
8 119 1
168 75 8
2 42 5
174 0 9
158 183 1
67 78 1
35 198 4
192 135 8
193 15 6
81 120 6
126 130 6
37 56 2
191 14 10
199 15 6
53 198 6
121 29 6
60 85 8
115 39 9
22 49 6
164 32 7
69 99 5
116 110 8
62 101 6
73 196 10
42 134 4
141 61 1
162 1 7
121 68 2
65 11 7
145 35 4
155 103 2
164 131 5
130 58 10
129 148 10
78 7 1
137 15 10
194 159 5
172 106 9
94 197 8
139 65 1
96 147 5
105 28 4
28 106 3
90 153 1
97 42 9
53 28 6
8 131 7
90 26 10
186 178 5
36 45 9
171 52 2
61 51 4
44 2 1
49 15 5
27 103 9
128 59 7
93 47 2
1 18 3
10 91 10
58 153 4
86 112 5
179 37 8
59 19 5
23 86 9
134 183 2
107 137 9
123 44 3
102 100 7
86 138 9
19 168 8
106 42 5
92 137 4
33 170 3
144 2 7
102 180 1
94 87 6
74 36 1
64 101 1
151 63 9
27 13 6
192 177 6
188 36 8
148 21 8
50 125 6
1 168 3
9 126 6
60 100 5
116 125 6
120 26 3
23 195 2
42 187 4
140 106 7
81 153 9
165 134 7
55 135 1
63 51 4
170 68 6
62 155 1
176 113 3
113 96 9
38 111 5
64 51 5
16 18 1
130 71 2
79 56 8
136 86 4
134 24 7
70 96 6
46 31 8
142 7 9
47 80 5
117 57 1
149 121 2
94 193 2
185 121 10
169 149 1
40 88 4
156 99 2
181 102 4
31 29 3
89 178 3
6 153 1
46 16 3
110 153 7
86 103 7
51 97 3
165 120 10
27 102 3
89 187 8
94 177 3
85 32 5
84 126 7
192 8 10
22 100 10
74 31 1
29 44 1
44 94 8
139 115 4
81 27 6
15 175 6
38 11 8
87 135 3
102 87 7
25 187 5
11 37 9
111 176 1
78 57 8
189 197 3
40 35 2
35 1 3
146 88 10
99 106 6
83 25 6
56 179 7
56 42 9
110 128 9
96 126 8
38 82 3
114 108 6
142 10 4
156 89 7
81 55 9
183 194 7
168 29 2
154 133 2
31 96 8
141 4 6
77 71 10
133 112 4
78 41 9
71 87 10
58 104 2
27 183 4
83 173 3
155 191 1
138 34 5
81 196 2
10 119 4
103 164 7
40 86 1
148 33 8
171 175 7
167 37 2
162 75 9
119 35 1
189 116 3
188 122 8
51 16 7
47 140 5
73 79 2
1 160 9
184 163 1
157 199 10
127 120 2
6 151 5
104 148 3
50 150 9
138 51 1
12 124 6
198 171 3
158 116 8
29 73 5
64 3 10
33 57 9
107 161 5
65 163 3
101 34 5
116 96 9
6 147 5
101 118 6
146 66 5
3 89 2
117 18 7
78 95 9
82 100 9
36 55 5
155 106 7
94 199 9
39 32 1
130 178 4
142 17 7
94 42 1
48 78 6
156 87 8
41 179 7
7 32 7
84 193 7
8 111 7
20 131 1
72 165 10
154 83 7
196 9 6
129 163 5
11 152 5
175 116 10
173 118 7
104 48 7
76 52 4
162 77 9
138 3 2
121 86 10
137 74 6
131 137 4
197 1 5
180 126 1
74 159 5
85 94 3
113 170 2
89 192 5
20 190 5
117 79 7
154 38 7
22 52 8
138 131 8
62 138 2
67 49 1
62 136 1
12 147 3
38 121 9
100 151 9
57 71 1
199 161 8
130 187 5
117 173 5
182 31 8
48 93 2
25 57 1
135 105 6
133 181 1
141 90 6
131 99 5
7 148 2
153 66 7
33 51 4
3 42 3
22 90 8
143 133 7
50 11 6
97 37 10
14 101 10
199 52 10
129 37 8
134 8 4
83 186 4
154 128 4
25 178 7
38 57 3
5 160 10
51 104 3
4 193 6
145 184 3
102 118 10
165 138 6
92 135 10
116 93 1
59 197 3
104 194 3
118 150 6
134 2 7
21 152 8
2 13 4
18 79 5
3 105 1
188 21 8
197 72 6
199 144 10
132 190 7
152 39 8
167 9 1
194 161 9
171 117 5
11 120 5
142 74 5
114 25 7
39 157 1
199 110 4
59 158 8
34 191 3
178 83 2
69 111 5
47 108 7
163 188 5
84 102 10
108 116 4
15 115 10
118 113 4
75 79 1
154 158 9
179 21 2
14 165 1
90 20 9
94 48 7
185 84 4
3 57 1
176 178 10
105 195 6
110 159 10
6 29 3
11 33 10
115 123 1
161 79 1
38 184 7
43 105 7
68 102 5
94 183 5
102 8 10
186 112 7
178 156 8
138 41 3
114 75 9
138 130 8
110 198 4
138 4 5
112 190 6
157 119 3
53 180 9
132 42 8
56 84 5
180 22 10
80 75 5
30 37 7
157 121 9
83 164 10
199 159 8
134 35 6
6 93 7
33 123 6
96 61 1
54 96 7
21 103 7
77 116 8
118 2 2
115 152 7
149 102 4
109 87 1
44 161 5
16 39 8
76 45 8
19 72 1
22 144 3
79 57 1
32 158 7
76 172 8
199 0 7
118 171 8
164 100 9
166 131 3
198 18 3
178 24 9
4 123 7
158 161 6
60 84 5
158 166 8
105 118 3
134 84 6
50 153 2
197 61 2
157 48 4
125 196 2
81 154 5
35 139 3
74 49 7
96 155 2
100 159 3
61 91 8
10 111 3
109 177 10
76 38 10
195 3 5
49 186 4
87 178 10
164 74 5
46 74 8
12 135 1
99 64 5
182 155 10
13 136 3
198 59 8
131 10 10
189 126 10
68 162 9
47 137 9
132 162 7
128 96 3
196 109 7
74 68 2
149 199 8
171 43 1
21 145 1
97 156 5
140 145 5
193 102 2
178 162 9
48 138 1
71 124 2
122 153 9
157 186 2
150 69 4
99 122 6
167 56 10
194 144 3
118 134 1
114 5 1
159 169 2
1 4 8
181 185 6
159 172 4
40 174 7
73 16 3
144 151 10
75 103 10
189 173 1
186 46 2
27 169 3
170 80 7
171 1 8
80 57 1
109 30 1
142 86 10
26 100 8
93 50 10
196 168 1
148 2 5
182 41 1
115 25 10
8 129 4
5 151 8
13 190 3
24 6 5
173 190 9
163 195 1
184 34 7
125 23 10
32 138 1
77 53 6
90 3 1
125 31 5
192 30 5
0 42 8
72 167 2
189 127 1
57 137 8
103 62 1
131 30 3
199 59 6
104 31 3
90 154 8
12 171 4
95 77 9
143 63 7
42 176 8
13 64 9
29 196 3
72 156 10
175 196 7
47 72 9
185 129 10
149 77 7
155 184 7
149 103 2
61 84 8
75 12 4
113 143 3
116 16 7
185 87 7
156 188 8
88 143 5
148 42 2
37 64 5
118 37 3
69 182 10
165 47 1
75 69 4
68 98 10
22 13 5
122 105 7
150 136 7
162 188 5
71 190 9
1 140 1
173 85 7
22 112 8
89 4 6
28 57 5
90 135 9
172 15 9
102 119 5
19 9 3
121 158 4
126 122 1
149 59 2
7 121 6
147 3 10
25 110 3
170 119 2
84 76 3
130 32 3
68 108 7
151 89 10
190 108 7
180 58 10
166 77 8
109 199 7
100 85 7
176 31 1
193 87 1
99 58 7
44 107 9
159 131 1
18 157 2
163 0 7
27 196 4
158 133 5
12 188 1
163 5 4
133 141 1
46 3 10
110 130 10
26 169 9
67 164 6
113 122 1
59 135 10
191 89 6
134 26 7
88 176 6
137 143 10
107 53 2
99 55 8
21 182 4
144 182 5
65 68 5
169 59 4
186 78 1
64 29 6
94 79 3
181 177 10
172 130 9
85 169 4
147 190 5
152 2 7
86 20 9
98 107 4
77 194 7
183 10 10
171 132 7
167 160 4
62 60 4
75 112 3
144 35 1
142 79 2
160 87 7
64 152 1
92 123 6
40 101 10
4 39 4
34 131 9
60 175 10
158 175 3
125 135 6
1 106 10
170 34 10
9 42 5
160 10 6
179 36 3
197 26 6
163 82 9
45 100 3
21 106 4
49 65 8
164 173 10
11 144 4
43 104 1
60 75 7
160 24 7
63 178 7
20 2 8
24 54 9
52 12 7
33 47 5
172 6 5
130 27 3
52 67 1
21 121 6
55 141 1
70 180 8
103 195 7
155 34 10
30 132 7
18 129 6
194 81 1
174 62 4
180 63 4
93 64 10
130 161 10
187 80 9
121 143 5
15 44 5
156 81 4
82 149 9
49 42 1
155 124 4
94 43 5
119 166 9
32 96 2
23 25 5
99 10 7
15 53 5
190 161 10
175 70 6
97 27 6
92 176 1
191 82 4
50 88 4
11 51 3
19 139 7
63 114 9
2 172 10
23 16 5
133 7 7
0 113 1
194 63 3
141 146 6
42 77 6
109 182 9
17 47 3
19 110 7
111 156 7
5 140 9
173 73 7
69 130 4
21 136 1
61 5 5
166 37 4
35 176 8
138 168 7
156 163 2
189 53 10
71 122 8
100 104 4
126 92 9
135 169 1
170 107 7
83 17 9
107 103 4
170 30 9
60 197 9
106 75 5
22 47 4
161 4 9
47 62 9
4 84 6
121 111 3
155 15 9
128 168 3
68 20 4
166 126 2
196 139 7
114 64 4
75 177 9
1 121 1
172 123 9
59 195 6
59 40 3
185 168 9
6 179 9
105 61 2
34 192 7
132 106 3
28 169 6
194 44 5
15 2 10
57 163 9
53 5 8
96 110 7
17 87 1
153 45 7
61 73 8
102 143 3
71 188 9
129 155 3
167 84 8
65 150 9
94 146 1
73 85 6
175 38 4
56 71 3
17 79 3
185 8 9
92 89 8
194 131 7
42 173 6
145 156 6
53 177 10
14 104 5
22 185 2
147 193 7
11 118 8
15 174 9
174 19 7
160 187 10
157 149 10
128 46 9
153 80 5
63 182 3
85 88 8
157 178 10
106 158 3
189 49 2
189 130 10
163 177 5
134 171 7
49 112 7
8 86 4
27 59 6
59 48 4
23 35 5
69 79 6
66 192 4
166 90 10
8 63 7
149 44 4
16 84 7
33 189 6
185 196 1
108 186 3
154 1 1
68 9 2
134 101 4
17 115 8
26 139 1
101 139 6
138 162 3
25 78 8
70 18 9
156 124 4
164 192 2
173 133 1
22 84 8
133 142 9
81 168 10
119 30 7
37 163 7
28 77 9
62 127 8
144 37 10
83 12 8
60 103 6
96 162 4
26 42 1
135 186 10
43 9 7
192 113 4
36 2 2
29 179 1
32 71 3
52 119 1
35 94 9
177 41 10
78 46 3
36 185 10
139 75 6
52 99 9
95 139 8
135 22 2
55 174 1
92 116 8
109 174 10
132 35 7
127 31 6
153 31 1
135 157 4
2 84 2
28 196 8
27 95 4
98 116 5
193 12 2
47 76 2
134 163 9
49 39 2
190 198 4
137 19 3
109 79 4
43 112 4
151 3 4
55 109 8
49 100 4
21 147 6
12 15 4
145 16 5
170 83 1
105 172 2
198 15 2
7 76 10
16 188 9
91 5 4
121 54 8
170 15 6
191 12 9
56 109 8
177 79 9
113 74 7
164 31 7
7 15 7
121 67 1
83 188 3
94 158 1
163 101 9
148 164 8
83 107 1
157 53 6
144 152 5
144 184 2
107 147 8
81 7 7
91 155 3
104 176 6
82 77 7
105 44 8
32 148 4
96 44 10
75 143 7
194 36 1
71 93 4
121 50 2
37 12 4
81 84 2
186 132 2
65 39 4
31 15 2
171 104 3
22 105 9
172 111 5
106 19 9
75 175 5
48 113 7
64 121 5
132 192 8
95 87 5
2 47 1
144 25 3
126 42 4
140 148 7
96 46 2
176 127 9
125 121 5
182 117 6
135 84 5
28 162 2
56 66 8
188 140 6
59 89 5
148 14 7
161 181 2
160 120 10
35 166 7
141 2 6
1 8 7
16 137 8
25 109 2
196 76 10
173 12 6
21 146 9
174 92 5
45 173 2
197 157 9
74 160 8
55 22 6
21 97 7
58 155 1
80 159 8
96 124 8
104 169 1
161 82 10
131 48 7
154 193 3
85 28 6
103 153 1
113 15 1
128 10 9
130 162 5
32 94 4
107 144 4
17 21 6
67 73 1
95 90 10
174 52 9
89 109 10
197 38 10
163 128 1
151 111 4
78 143 4
25 11 10
164 6 1
193 184 6
103 176 5
121 31 8
142 180 8
128 26 8
91 86 7
164 109 4
98 112 7
148 119 9
34 167 10
10 70 6
33 40 4
1 112 6
195 55 7
28 171 9
13 184 8
67 26 4
16 160 8
41 125 10
31 118 3
192 98 2
92 100 4
40 139 4
5 165 8
80 98 2
168 66 8
199 77 3
139 158 1
168 130 3
196 122 9
11 121 10
194 150 2
29 5 10
36 152 10
176 32 6
62 28 10
11 169 8
36 84 6
131 1 4
124 46 4
76 43 10
162 186 9
19 81 2
134 179 2
139 113 10
61 163 9
92 49 1
38 68 5
138 107 10
91 145 6
110 169 4
180 160 5
29 27 8
89 74 5
196 12 6
14 37 5
130 127 4
99 36 7
167 57 3
41 195 6
15 146 6
103 83 3
184 194 5
113 67 2
83 115 5
69 91 1
24 194 6
87 121 9
133 176 9
114 174 2
88 55 10
194 190 5
151 120 2
153 144 9
129 31 8
63 107 8
193 7 6
80 52 8
20 164 5
83 27 1
171 18 9
137 111 3
182 126 10
149 67 3
142 26 7
13 6 2
73 41 5
64 124 7
38 144 2
164 181 8
29 158 3
148 141 10
111 105 6
19 64 9
90 183 5
153 130 7
11 137 1
101 85 4
36 154 3
94 119 6
33 71 8
95 32 3
113 185 1
13 153 4
134 80 10
84 116 2
32 171 7
85 68 8
174 147 4
63 89 4
72 112 3
132 175 6
127 91 2
82 22 4
26 196 5
157 115 10
14 139 4
30 189 7
100 186 9
26 154 10
151 86 7
53 35 2
155 110 5
88 164 5
30 73 6
165 87 6
96 108 5
118 114 2
15 65 6
27 178 2
156 154 7
56 15 8
70 125 8
161 75 8
3 180 8
132 98 10
173 126 3
148 153 8
113 44 5
190 136 9
96 21 6
109 171 4
4 41 1
71 80 2
10 132 2
14 173 7
174 151 2
152 155 3
184 107 6
180 198 1
39 45 5
102 23 5
6 118 3
0 102 6
41 176 1
183 168 4
35 32 7
184 196 4
144 5 5
8 176 1
65 27 6
35 33 3
30 199 6
7 1 4
96 177 8
85 142 8
42 90 9
161 168 8
5 190 1
129 160 8
165 10 5
168 134 3
156 151 5
188 6 4
84 129 7
87 124 1
146 44 10
134 124 5
56 87 3
177 140 1
40 96 6
98 108 10
195 144 1
115 58 3
182 129 4
192 175 5
128 136 2
151 34 4
143 91 4
98 15 9
114 194 9
148 89 2
182 24 8
37 151 5
24 9 10
55 149 8
181 42 9
115 144 4
57 49 1
162 118 2
36 184 1
126 71 4
112 14 9
166 58 4
53 197 4
54 79 4
120 75 8
98 20 9
170 123 4
19 159 2
13 15 9
122 103 1
141 29 4
93 91 7
44 50 1
2 120 8
35 157 10
123 191 3
84 121 6
104 172 8
141 183 9
18 2 1
81 57 7
30 44 4
189 3 9
46 117 3
112 127 7
94 5 4
95 100 9
79 193 2
23 146 5
129 1 10
153 74 3
59 15 4
157 31 9
60 73 10
55 138 5
119 87 3
87 129 8
199 13 1
4 192 10
29 192 10
84 132 7
39 139 8
13 164 4
69 197 3
81 49 3
27 3 1
47 64 1
100 180 7
72 180 4
44 86 1
170 91 6
51 158 2
31 84 5
81 137 4
21 195 2
65 4 4
197 91 9
104 80 5
76 187 4
178 88 7
147 91 2
59 151 1
177 66 7
190 159 5
72 98 6
166 161 8
54 116 5
60 39 4
179 101 7
5 19 4
187 5 5
163 63 9
91 41 4
97 61 2
176 199 2
45 68 9
71 198 7
57 7 6
197 148 2
115 198 10
19 17 2
144 140 7
14 82 6
73 10 7
100 122 9
146 69 3
18 86 9
34 89 9
118 4 1
83 33 1
70 159 3
119 141 1
59 188 8
86 165 1
92 1 3
163 130 4
65 96 2
189 16 5
78 87 4
164 14 2
48 129 6
38 166 6
7 14 1
81 68 3
28 17 5
85 120 10
168 156 8
90 54 3
174 86 5
46 185 5
161 144 8
23 132 1
133 98 4
5 65 8
66 94 2
123 65 1
197 150 5
62 170 8
138 191 1
183 16 1
102 25 1
75 92 8
194 97 7
64 156 5
89 70 3
129 188 6
81 114 1
0 9 5
69 185 8
155 72 7
44 31 1
60 81 8
126 134 4
132 184 3
20 155 4
51 26 10
21 88 6
152 154 5
115 86 1
147 58 10
102 187 4
164 111 8
162 15 6
193 137 2
37 1 8
26 185 2
147 121 8
80 41 9
169 188 3
22 10 3
71 3 2
138 65 1
41 86 7
83 26 6
190 160 3
27 107 6
172 139 10
102 140 8
82 111 10
111 47 3
84 54 1
160 29 9
176 99 9
8 170 6
74 198 3
197 152 7
40 84 9
52 139 1
146 55 1
10 143 8
161 25 5
185 97 6
15 140 8
0 65 4
71 2 2
51 165 1
135 164 9
45 125 2
193 62 7
43 72 9
86 96 7
92 138 10
83 62 1
194 62 3
128 70 8
189 87 6
167 130 10
0 4 6
146 160 8
100 14 9
124 97 10
111 43 2
161 191 1
28 83 7
37 176 4
116 95 6
19 1 1
69 108 9
68 56 3
16 148 2
19 13 1
180 150 10
11 131 7
63 164 4
56 193 2
132 14 6
105 63 8
165 129 2
81 113 8
198 125 8
162 145 4
185 182 5
123 121 7
193 190 7
156 173 5
157 41 1
65 44 10
127 123 1
180 73 2
37 111 7
69 174 3
